AUN,School District,County,"2022-23
Estimated
Total BEF
(columns E+F)
July 2022","2022-23
Estimated
Level Up Supplement
July 2022","2022-23
Base BEF plus Estimated Student-Weighted Distribution
July 2022","2022-23
Base BEF","2022-23
Estimated
Student-Weighted Distribution","2021-22
Final BEF
May 2022","Dollar
Change
in Total BEF",Percent Change
104376203,Shenango Area SD,Lawrence,"$7,666,730 ",$0.00 ,"$7,666,730 ","$7,124,956.47 ","$541,773.36 ","$7,541,556.69 ","$125,173.00 ",0.02
104377003,Union Area SD,Lawrence,"$5,183,991 ",$0.00 ,"$5,183,991 ","$4,573,974.14 ","$610,016.40 ","$4,925,751.30 ","$258,240.00 ",0.05
104378003,Wilmington Area SD,Lawrence,"$6,023,723 ",$0.00 ,"$6,023,723 ","$5,504,949.42 ","$518,773.12 ","$5,834,193.59 ","$189,529.00 ",0.03
113380303,Annville-Cleona SD,Lebanon,"$5,304,050 ",$0.00 ,"$5,304,050 ","$4,395,994.49 ","$908,055.45 ","$4,967,874.19 ","$336,176.00 ",0.07
113381303,Cornwall-Lebanon SD,Lebanon,"$12,714,775 ",$0.00 ,"$12,714,775 ","$9,555,313.28 ","$3,159,461.69 ","$11,380,530.20 ","$1,334,245.00 ",0.12
113382303,Eastern Lebanon County SD,Lebanon,"$5,843,714 ",$0.00 ,"$5,843,714 ","$4,611,547.67 ","$1,232,166.24 ","$5,490,088.68 ","$353,625.00 ",0.06
113384603,Lebanon SD,Lebanon,"$40,806,278 ","$3,019,456.17 ","$37,786,822 ","$27,232,308.35 ","$10,554,513.27 ","$33,574,647.98 ","$7,231,630.00 ",0.22
113385003,Northern Lebanon SD,Lebanon,"$8,716,983 ",$0.00 ,"$8,716,983 ","$7,335,501.33 ","$1,381,481.26 ","$8,227,993.53 ","$488,989.00 ",0.06
113385303,Palmyra Area SD,Lebanon,"$8,223,319 ",$0.00 ,"$8,223,319 ","$5,928,921.67 ","$2,294,397.40 ","$7,254,976.64 ","$968,342.00 ",0.13
121390302,Allentown City SD,Lehigh,"$172,454,231 ","$15,173,151.42 ","$157,281,080 ","$104,243,308.05 ","$53,037,771.93 ","$136,813,260.30 ","$35,640,971.00 ",0.26
121391303,Catasauqua Area SD,Lehigh,"$5,296,780 ",$0.00 ,"$5,296,780 ","$3,907,095.18 ","$1,389,684.66 ","$4,948,389.63 ","$348,390.00 ",0.07
121392303,East Penn SD,Lehigh,"$15,389,330 ",$0.00 ,"$15,389,330 ","$10,676,468.65 ","$4,712,861.09 ","$13,315,525.36 ","$2,073,805.00 ",0.16
121394503,Northern Lehigh SD,Lehigh,"$7,832,172 ",$0.00 ,"$7,832,172 ","$6,710,288.10 ","$1,121,884.12 ","$7,242,379.99 ","$589,792.00 ",0.08
121394603,Northwestern Lehigh SD,Lehigh,"$6,179,832 ",$0.00 ,"$6,179,832 ","$5,418,339.89 ","$761,491.61 ","$5,872,497.41 ","$307,335.00 ",0.05
121395103,Parkland SD,Lehigh,"$11,876,577 ",$0.00 ,"$11,876,577 ","$6,670,985.23 ","$5,205,592.25 ","$9,658,760.08 ","$2,217,817.00 ",0.23
121395603,Salisbury Township SD,Lehigh,"$3,143,247 ",$0.00 ,"$3,143,247 ","$2,181,223.31 ","$962,024.18 ","$2,740,986.85 ","$402,260.00 ",0.15
121395703,Southern Lehigh SD,Lehigh,"$5,301,580 ",$0.00 ,"$5,301,580 ","$4,252,842.66 ","$1,048,737.54 ","$4,911,463.25 ","$390,117.00 ",0.08
121397803,Whitehall-Coplay SD,Lehigh,"$10,675,587 ",$0.00 ,"$10,675,587 ","$7,018,762.90 ","$3,656,824.15 ","$9,192,985.50 ","$1,482,602.00 ",0.16
118401403,Crestwood SD,Luzerne,"$8,094,313 ",$0.00 ,"$8,094,313 ","$6,983,632.56 ","$1,110,680.28 ","$7,617,880.40 ","$476,433.00 ",0.06
118401603,Dallas SD,Luzerne,"$6,677,325 ",$0.00 ,"$6,677,325 ","$5,594,196.71 ","$1,083,128.69 ","$6,226,002.25 ","$451,323.00 ",0.07
118402603,Greater Nanticoke Area SD,Luzerne,"$14,092,835 ","$774,228.80 ","$13,318,606 ","$10,612,288.41 ","$2,706,317.85 ","$11,973,313.57 ","$2,119,521.00 ",0.18
118403003,Hanover Area SD,Luzerne,"$11,021,950 ","$820,474.90 ","$10,201,475 ","$7,333,503.68 ","$2,867,971.15 ","$9,076,624.83 ","$1,945,325.00 ",0.21
118403302,Hazleton Area SD,Luzerne,"$56,081,791 ","$4,530,341.39 ","$51,551,450 ","$35,715,635.04 ","$15,835,814.64 ","$44,170,479.22 ","$11,911,312.00 ",0.27
118403903,Lake-Lehman SD,Luzerne,"$7,236,865 ",$0.00 ,"$7,236,865 ","$6,594,018.33 ","$642,846.72 ","$7,018,948.17 ","$217,917.00 ",0.03
118406003,Northwest Area SD,Luzerne,"$7,493,197 ",$0.00 ,"$7,493,197 ","$7,041,196.85 ","$452,000.52 ","$7,336,787.99 ","$156,409.00 ",0.02
118406602,Pittston Area SD,Luzerne,"$12,046,216 ",$0.00 ,"$12,046,216 ","$9,102,046.49 ","$2,944,169.38 ","$10,520,907.70 ","$1,525,308.00 ",0.15
118408852,Wilkes-Barre Area SD,Luzerne,"$42,920,852 ","$3,874,575.10 ","$39,046,277 ","$25,502,694.27 ","$13,543,582.65 ","$33,875,005.36 ","$9,045,847.00 ",0.27
118409203,Wyoming Area SD,Luzerne,"$8,996,652 ",$0.00 ,"$8,996,652 ","$7,594,559.88 ","$1,402,091.92 ","$8,401,431.64 ","$595,220.00 ",0.07
118409302,Wyoming Valley West SD,Luzerne,"$25,989,834 ","$1,548,574.95 ","$24,441,259 ","$19,028,213.22 ","$5,413,045.90 ","$21,860,689.28 ","$4,129,145.00 ",0.19
117412003,East Lycoming SD,Lycoming,"$8,900,339 ",$0.00 ,"$8,900,339 ","$7,970,134.95 ","$930,203.94 ","$8,542,635.16 ","$357,704.00 ",0.04
117414003,Jersey Shore Area SD,Lycoming,"$14,247,390 ",$0.00 ,"$14,247,390 ","$12,574,676.04 ","$1,672,714.19 ","$13,640,811.95 ","$606,578.00 ",0.04
117414203,Loyalsock Township SD,Lycoming,"$3,998,740 ",$0.00 ,"$3,998,740 ","$2,778,934.87 ","$1,219,805.49 ","$3,577,468.50 ","$421,272.00 ",0.12
117415004,Montgomery Area SD,Lycoming,"$6,146,665 ",$0.00 ,"$6,146,665 ","$5,003,897.88 ","$1,142,767.02 ","$5,499,909.59 ","$646,755.00 ",0.12
117415103,Montoursville Area SD,Lycoming,"$7,850,051 ",$0.00 ,"$7,850,051 ","$6,665,563.96 ","$1,184,487.35 ","$7,332,992.66 ","$517,058.00 ",0.07
117415303,Muncy SD,Lycoming,"$4,388,882 ",$0.00 ,"$4,388,882 ","$3,695,697.39 ","$693,184.83 ","$4,217,697.22 ","$171,185.00 ",0.04
117416103,South Williamsport Area SD,Lycoming,"$6,675,587 ",$0.00 ,"$6,675,587 ","$5,773,754.68 ","$901,831.96 ","$6,340,559.78 ","$335,027.00 ",0.05
117417202,Williamsport Area SD,Lycoming,"$33,918,915 ","$2,062,306.99 ","$31,856,608 ","$24,647,810.59 ","$7,208,796.96 ","$27,991,368.35 ","$5,927,547.00 ",0.21
109420803,Bradford Area SD,McKean,"$15,159,523 ",$0.00 ,"$15,159,523 ","$12,432,657.40 ","$2,726,865.28 ","$13,942,888.12 ","$1,216,635.00 ",0.09
109422303,Kane Area SD,McKean,"$9,261,921 ",$0.00 ,"$9,261,921 ","$8,035,521.11 ","$1,226,399.46 ","$8,759,989.54 ","$501,931.00 ",0.06
109426003,Otto-Eldred SD,McKean,"$6,018,730 ",$0.00 ,"$6,018,730 ","$5,453,659.73 ","$565,069.89 ","$5,815,917.80 ","$202,812.00 ",0.03
109426303,Port Allegany SD,McKean,"$8,075,631 ","$237,211.74 ","$7,838,419 ","$7,009,245.45 ","$829,173.96 ","$7,576,534.72 ","$499,096.00 ",0.07
109427503,Smethport Area SD,McKean,"$7,320,348 ",$0.00 ,"$7,320,348 ","$6,237,469.32 ","$1,082,878.39 ","$6,776,433.28 ","$543,915.00 ",0.08
104431304,Commodore Perry SD,Mercer,"$4,094,186 ",$0.00 ,"$4,094,186 ","$3,732,144.55 ","$362,041.13 ","$3,948,986.69 ","$145,199.00 ",0.04
104432503,Farrell Area SD,Mercer,"$10,417,040 ","$732,983.89 ","$9,684,056 ","$7,121,909.81 ","$2,562,146.22 ","$8,355,134.82 ","$2,061,905.00 ",0.25
104432803,Greenville Area SD,Mercer,"$8,256,260 ","$344,471.61 ","$7,911,788 ","$6,707,687.42 ","$1,204,100.99 ","$7,419,657.66 ","$836,602.00 ",0.11
104432903,Grove City Area SD,Mercer,"$8,778,981 ",$0.00 ,"$8,778,981 ","$7,999,412.10 ","$779,568.46 ","$8,475,382.99 ","$303,598.00 ",0.04
104433303,Hermitage SD,Mercer,"$6,988,190 ",$0.00 ,"$6,988,190 ","$5,672,898.08 ","$1,315,292.34 ","$6,498,365.75 ","$489,824.00 ",0.08
104433604,Jamestown Area SD,Mercer,"$3,292,568 ",$0.00 ,"$3,292,568 ","$2,937,816.19 ","$354,751.66 ","$3,176,685.38 ","$115,883.00 ",0.04
104433903,Lakeview SD,Mercer,"$6,955,308 ",$0.00 ,"$6,955,308 ","$6,486,475.00 ","$468,833.19 ","$6,781,907.07 ","$173,401.00 ",0.03
104435003,Mercer Area SD,Mercer,"$6,004,520 ","$159,627.44 ","$5,844,893 ","$5,286,915.16 ","$557,977.94 ","$5,631,443.17 ","$373,077.00 ",0.07
104435303,Reynolds SD,Mercer,"$8,503,421 ",$0.00 ,"$8,503,421 ","$7,757,893.36 ","$745,527.93 ","$8,130,115.98 ","$373,305.00 ",0.05
104435603,Sharon City SD,Mercer,"$19,791,134 ","$1,255,137.16 ","$18,535,997 ","$14,148,663.55 ","$4,387,333.68 ","$16,904,838.09 ","$2,886,296.00 ",0.17
104435703,Sharpsville Area SD,Mercer,"$6,940,224 ",$0.00 ,"$6,940,224 ","$6,023,283.14 ","$916,940.76 ","$6,546,400.59 ","$393,823.00 ",0.06
104437503,West Middlesex Area SD,Mercer,"$5,599,906 ",$0.00 ,"$5,599,906 ","$5,231,657.52 ","$368,248.94 ","$5,503,502.73 ","$96,403.00 ",0.02
111444602,Mifflin County SD,Mifflin,"$24,732,010 ","$1,103,709.10 ","$23,628,301 ","$19,770,283.95 ","$3,858,016.69 ","$22,118,356.36 ","$2,613,654.00 ",0.12
120452003,East Stroudsburg Area SD,Monroe,"$21,289,924 ",$0.00 ,"$21,289,924 ","$13,203,910.69 ","$8,086,013.50 ","$18,273,859.71 ","$3,016,064.00 ",0.17
120455203,Pleasant Valley SD,Monroe,"$23,798,427 ",$0.00 ,"$23,798,427 ","$21,498,394.37 ","$2,300,032.51 ","$23,052,649.20 ","$745,778.00 ",0.03
120455403,Pocono Mountain SD,Monroe,"$31,736,200 ",$0.00 ,"$31,736,200 ","$23,917,396.12 ","$7,818,803.43 ","$29,761,380.08 ","$1,974,820.00 ",0.07
120456003,Stroudsburg Area SD,Monroe,"$18,373,540 ",$0.00 ,"$18,373,540 ","$12,698,138.90 ","$5,675,401.02 ","$15,879,728.95 ","$2,493,811.00 ",0.16
123460302,Abington  SD,Montgomery,"$9,374,878 ",$0.00 ,"$9,374,878 ","$5,793,682.98 ","$3,581,195.49 ","$7,756,717.51 ","$1,618,160.00 ",0.21
123460504,Bryn Athyn SD,Montgomery,"$34,388 ",$0.00 ,"$34,388 ","$34,363.77 ",$24.56 ,"$34,369.14 ",$19.00 ,0.00
123461302,Cheltenham Township SD,Montgomery,"$6,001,455 ",$0.00 ,"$6,001,455 ","$4,334,834.48 ","$1,666,620.82 ","$5,422,307.48 ","$579,148.00 ",0.11
123461602,Colonial SD,Montgomery,"$4,315,184 ",$0.00 ,"$4,315,184 ","$2,862,103.59 ","$1,453,080.59 ","$3,757,572.44 ","$557,612.00 ",0.15
123463603,Hatboro-Horsham SD,Montgomery,"$6,300,544 ",$0.00 ,"$6,300,544 ","$4,419,973.52 ","$1,880,570.72 ","$5,528,042.21 ","$772,502.00 ",0.14
123463803,Jenkintown SD,Montgomery,"$1,003,985 ",$0.00 ,"$1,003,985 ","$798,512.87 ","$205,472.17 ","$931,481.56 ","$72,503.00 ",0.08
123464502,Lower Merion SD,Montgomery,"$5,090,554 ",$0.00 ,"$5,090,554 ","$3,497,127.54 ","$1,593,426.69 ","$4,463,021.44 ","$627,533.00 ",0.14
123464603,Lower Moreland Township SD,Montgomery,"$3,165,676 ",$0.00 ,"$3,165,676 ","$1,935,595.26 ","$1,230,080.25 ","$2,632,047.74 ","$533,628.00 ",0.20
123465303,Methacton SD,Montgomery,"$7,882,858 ",$0.00 ,"$7,882,858 ","$6,401,299.49 ","$1,481,558.13 ","$7,233,555.27 ","$649,303.00 ",0.09
123465602,Norristown Area SD,Montgomery,"$21,115,946 ","$2,128,835.75 ","$18,987,110 ","$11,545,762.11 ","$7,441,348.34 ","$16,294,349.32 ","$4,821,597.00 ",0.30
123465702,North Penn SD,Montgomery,"$14,433,101 ",$0.00 ,"$14,433,101 ","$8,946,721.92 ","$5,486,379.02 ","$11,810,994.89 ","$2,622,106.00 ",0.22
123466103,Perkiomen Valley SD,Montgomery,"$7,584,185 ",$0.00 ,"$7,584,185 ","$5,826,786.01 ","$1,757,399.04 ","$6,905,014.09 ","$679,171.00 ",0.10
123466303,Pottsgrove SD,Montgomery,"$9,374,557 ",$0.00 ,"$9,374,557 ","$7,681,957.03 ","$1,692,600.08 ","$8,759,556.38 ","$615,001.00 ",0.07
123466403,Pottstown SD,Montgomery,"$17,160,076 ","$1,593,426.75 ","$15,566,649 ","$9,996,823.99 ","$5,569,825.44 ","$13,622,350.62 ","$3,537,725.00 ",0.26
123467103,Souderton Area SD,Montgomery,"$10,944,695 ",$0.00 ,"$10,944,695 ","$8,663,374.49 ","$2,281,320.25 ","$10,251,772.51 ","$692,922.00 ",0.07
123467203,Springfield Township SD,Montgomery,"$2,174,439 ",$0.00 ,"$2,174,439 ","$1,226,734.38 ","$947,704.95 ","$1,698,444.03 ","$475,995.00 ",0.28
123467303,Spring-Ford Area SD,Montgomery,"$12,215,625 ",$0.00 ,"$12,215,625 ","$8,782,420.88 ","$3,433,204.07 ","$10,620,070.53 ","$1,595,554.00 ",0.15
123468303,Upper Dublin SD,Montgomery,"$3,529,371 ",$0.00 ,"$3,529,371 ","$2,593,693.20 ","$935,678.10 ","$3,178,414.98 ","$350,956.00 ",0.11
123468402,Upper Merion Area SD,Montgomery,"$3,530,742 ",$0.00 ,"$3,530,742 ","$2,030,114.02 ","$1,500,628.33 ","$2,906,900.17 ","$623,842.00 ",0.21
123468503,Upper Moreland Township SD,Montgomery,"$5,106,000 ",$0.00 ,"$5,106,000 ","$3,157,044.20 ","$1,948,955.89 ","$4,203,165.17 ","$902,835.00 ",0.21
123468603,Upper Perkiomen SD,Montgomery,"$9,694,744 ",$0.00 ,"$9,694,744 ","$8,323,632.52 ","$1,371,111.40 ","$9,291,155.04 ","$403,589.00 ",0.04
123469303,Wissahickon SD,Montgomery,"$3,692,819 ",$0.00 ,"$3,692,819 ","$2,355,197.01 ","$1,337,621.64 ","$3,110,398.69 ","$582,420.00 ",0.19
116471803,Danville Area SD,Montour,"$8,177,298 ",$0.00 ,"$8,177,298 ","$6,892,905.04 ","$1,284,393.35 ","$7,776,642.48 ","$400,656.00 ",0.05
120480803,Bangor Area SD,Northampton,"$11,252,656 ",$0.00 ,"$11,252,656 ","$9,045,291.73 ","$2,207,364.25 ","$10,340,421.29 ","$912,235.00 ",0.09
120481002,Bethlehem Area SD,Northampton,"$46,650,383 ","$3,807,664.84 ","$42,842,718 ","$29,533,020.01 ","$13,309,697.75 ","$37,681,609.81 ","$8,968,773.00 ",0.24
120483302,Easton Area SD,Northampton,"$25,062,029 ",$0.00 ,"$25,062,029 ","$19,004,947.75 ","$6,057,081.40 ","$22,836,465.50 ","$2,225,564.00 ",0.10
120484803,Nazareth Area SD,Northampton,"$11,370,944 ",$0.00 ,"$11,370,944 ","$8,314,855.83 ","$3,056,088.11 ","$9,994,397.38 ","$1,376,547.00 ",0.14
120484903,Northampton Area SD,Northampton,"$16,717,064 ",$0.00 ,"$16,717,064 ","$12,917,959.25 ","$3,799,105.22 ","$15,113,672.96 ","$1,603,391.00 ",0.11
120485603,Pen Argyl Area SD,Northampton,"$5,643,074 ",$0.00 ,"$5,643,074 ","$4,544,075.85 ","$1,098,998.31 ","$5,189,844.57 ","$453,229.00 ",0.09
120486003,Saucon Valley SD,Northampton,"$3,915,285 ",$0.00 ,"$3,915,285 ","$2,838,285.31 ","$1,076,999.79 ","$3,510,484.34 ","$404,801.00 ",0.12
120488603,Wilson Area SD,Northampton,"$6,554,627 ",$0.00 ,"$6,554,627 ","$5,142,699.35 ","$1,411,927.22 ","$6,120,240.08 ","$434,387.00 ",0.07
116493503,Line Mountain SD,Northumberland,"$6,818,256 ",$0.00 ,"$6,818,256 ","$5,999,603.59 ","$818,652.56 ","$6,543,394.38 ","$274,862.00 ",0.04
116495003,Milton Area SD,Northumberland,"$10,218,220 ",$0.00 ,"$10,218,220 ","$8,813,722.23 ","$1,404,498.23 ","$9,780,781.42 ","$437,439.00 ",0.04
116495103,Mount Carmel Area SD,Northumberland,"$9,983,447 ","$431,340.14 ","$9,552,107 ","$8,044,356.93 ","$1,507,750.06 ","$8,927,942.16 ","$1,055,505.00 ",0.12
116496503,Shamokin Area SD,Northumberland,"$15,237,776 ","$684,140.70 ","$14,553,635 ","$12,162,219.94 ","$2,391,414.78 ","$13,674,106.31 ","$1,563,670.00 ",0.11
116496603,Shikellamy SD,Northumberland,"$15,137,702 ",$0.00 ,"$15,137,702 ","$11,804,952.85 ","$3,332,749.41 ","$13,678,458.27 ","$1,459,244.00 ",0.11
116498003,Warrior Run SD,Northumberland,"$7,045,874 ",$0.00 ,"$7,045,874 ","$6,119,901.56 ","$925,972.92 ","$6,634,639.21 ","$411,235.00 ",0.06
115503004,Greenwood SD,Perry,"$3,897,786 ",$0.00 ,"$3,897,786 ","$3,332,735.89 ","$565,050.55 ","$3,658,327.04 ","$239,459.00 ",0.07
115504003,Newport SD,Perry,"$6,354,292 ",$0.00 ,"$6,354,292 ","$5,622,985.84 ","$731,305.89 ","$6,188,462.17 ","$165,830.00 ",0.03
115506003,Susquenita SD,Perry,"$8,543,361 ",$0.00 ,"$8,543,361 ","$7,856,865.93 ","$686,494.71 ","$8,398,637.36 ","$144,724.00 ",0.02
115508003,West Perry SD,Perry,"$9,554,858 ",$0.00 ,"$9,554,858 ","$8,316,387.66 ","$1,238,470.72 ","$9,179,180.01 ","$375,678.00 ",0.04
126515001,Philadelphia City SD,Philadelphia,"$1,400,843,907 ","$83,910,648.41 ","$1,316,933,259 ","$1,023,623,470.37 ","$293,309,788.50 ","$1,224,128,259.77 ","$176,715,647.00 ",0.14
120522003,Delaware Valley SD,Pike,"$15,757,619 ",$0.00 ,"$15,757,619 ","$13,454,388.24 ","$2,303,230.99 ","$14,858,938.76 ","$898,680.00 ",0.06
119648303,Wallenpaupack Area SD,Pike,"$7,325,811 ",$0.00 ,"$7,325,811 ","$4,644,812.83 ","$2,680,998.04 ","$6,243,856.20 ","$1,081,955.00 ",0.17
109530304,Austin Area SD,Potter,"$1,591,219 ",$0.00 ,"$1,591,219 ","$1,418,746.41 ","$172,473.07 ","$1,526,165.38 ","$65,054.00 ",0.04
109531304,Coudersport Area SD,Potter,"$4,695,316 ",$0.00 ,"$4,695,316 ","$4,087,361.36 ","$607,954.97 ","$4,488,823.65 ","$206,492.00 ",0.05
109532804,Galeton Area SD,Potter,"$2,663,589 ",$0.00 ,"$2,663,589 ","$2,037,185.82 ","$626,403.34 ","$2,379,012.95 ","$284,576.00 ",0.12
109535504,Northern Potter SD,Potter,"$4,812,051 ",$0.00 ,"$4,812,051 ","$4,158,483.20 ","$653,568.25 ","$4,629,705.21 ","$182,346.00 ",0.04
109537504,Oswayo Valley SD,Potter,"$3,996,417 ",$0.00 ,"$3,996,417 ","$3,492,686.80 ","$503,730.68 ","$3,820,908.67 ","$175,508.00 ",0.05
129540803,Blue Mountain SD,Schuylkill,"$9,167,117 ",$0.00 ,"$9,167,117 ","$7,733,215.03 ","$1,433,901.71 ","$8,446,777.78 ","$720,339.00 ",0.09
129544503,Mahanoy Area SD,Schuylkill,"$9,874,940 ","$553,569.20 ","$9,321,371 ","$7,386,369.10 ","$1,935,001.91 ","$8,222,564.06 ","$1,652,376.00 ",0.20
129544703,Minersville Area SD,Schuylkill,"$7,465,386 ","$414,627.75 ","$7,050,758 ","$5,601,426.40 ","$1,449,331.87 ","$6,518,649.41 ","$946,737.00 ",0.15
129545003,North Schuylkill SD,Schuylkill,"$10,568,281 ","$437,654.45 ","$10,130,627 ","$8,600,805.54 ","$1,529,821.74 ","$9,617,177.99 ","$951,103.00 ",0.10
129546003,Pine Grove Area SD,Schuylkill,"$7,511,943 ",$0.00 ,"$7,511,943 ","$6,466,486.47 ","$1,045,456.49 ","$7,197,858.90 ","$314,084.00 ",0.04
129546103,Pottsville Area SD,Schuylkill,"$16,795,812 ","$863,774.55 ","$15,932,037 ","$12,912,711.55 ","$3,019,325.13 ","$14,523,118.80 ","$2,272,693.00 ",0.16
129546803,Saint Clair Area SD,Schuylkill,"$4,188,373 ","$227,693.11 ","$3,960,680 ","$3,164,778.21 ","$795,901.58 ","$3,668,242.25 ","$520,131.00 ",0.14
129547303,Schuylkill Haven Area SD,Schuylkill,"$6,963,336 ",$0.00 ,"$6,963,336 ","$6,077,803.84 ","$885,532.29 ","$6,531,093.39 ","$432,243.00 ",0.07
129547203,Shenandoah Valley SD,Schuylkill,"$9,950,251 ","$676,839.31 ","$9,273,412 ","$6,907,519.05 ","$2,365,892.75 ","$8,269,602.21 ","$1,680,649.00 ",0.20
129547603,Tamaqua Area SD,Schuylkill,"$9,352,964 ","$566,860.06 ","$8,786,104 ","$6,804,643.53 ","$1,981,460.14 ","$7,747,436.10 ","$1,605,528.00 ",0.21
129547803,Tri-Valley SD,Schuylkill,"$4,829,775 ",$0.00 ,"$4,829,775 ","$4,381,432.37 ","$448,342.72 ","$4,707,673.07 ","$122,102.00 ",0.03
129548803,Williams Valley SD,Schuylkill,"$7,910,789 ","$244,594.31 ","$7,666,195 ","$6,811,215.38 ","$854,979.74 ","$7,343,168.40 ","$567,621.00 ",0.08
116555003,Midd-West SD,Snyder,"$10,048,226 ",$0.00 ,"$10,048,226 ","$8,265,002.25 ","$1,783,223.62 ","$9,340,764.36 ","$707,462.00 ",0.08
116557103,Selinsgrove Area SD,Snyder,"$8,813,767 ",$0.00 ,"$8,813,767 ","$7,258,031.38 ","$1,555,735.68 ","$8,183,417.23 ","$630,350.00 ",0.08
108561003,Berlin Brothersvalley SD,Somerset,"$5,488,992 ",$0.00 ,"$5,488,992 ","$5,057,797.11 ","$431,194.43 ","$5,309,009.07 ","$179,983.00 ",0.03
108561803,Conemaugh Township Area SD,Somerset,"$6,953,927 ",$0.00 ,"$6,953,927 ","$6,594,050.21 ","$359,877.28 ","$6,904,630.94 ","$49,296.00 ",0.01
108565203,Meyersdale Area SD,Somerset,"$7,710,798 ",$0.00 ,"$7,710,798 ","$7,095,233.70 ","$615,564.24 ","$7,468,451.16 ","$242,347.00 ",0.03
108565503,North Star SD,Somerset,"$8,249,303 ",$0.00 ,"$8,249,303 ","$7,356,236.72 ","$893,065.79 ","$7,882,459.59 ","$366,843.00 ",0.05
108566303,Rockwood Area SD,Somerset,"$3,972,833 ",$0.00 ,"$3,972,833 ","$3,254,075.68 ","$718,757.02 ","$3,619,763.95 ","$353,069.00 ",0.10
108567004,Salisbury-Elk Lick SD,Somerset,"$2,051,042 ",$0.00 ,"$2,051,042 ","$1,913,899.05 ","$137,143.43 ","$2,019,915.70 ","$31,126.00 ",0.02
108567204,Shade-Central City SD,Somerset,"$4,157,724 ",$0.00 ,"$4,157,724 ","$3,832,906.30 ","$324,817.27 ","$4,034,454.59 ","$123,269.00 ",0.03
108567404,Shanksville-Stonycreek SD,Somerset,"$1,669,601 ",$0.00 ,"$1,669,601 ","$1,474,893.39 ","$194,707.26 ","$1,608,012.63 ","$61,588.00 ",0.04
108567703,Somerset Area SD,Somerset,"$9,164,067 ",$0.00 ,"$9,164,067 ","$7,497,730.19 ","$1,666,336.56 ","$8,641,093.48 ","$522,974.00 ",0.06
108568404,Turkeyfoot Valley Area SD,Somerset,"$2,500,623 ",$0.00 ,"$2,500,623 ","$2,205,680.04 ","$294,942.98 ","$2,426,862.95 ","$73,760.00 ",0.03
108569103,Windber Area SD,Somerset,"$9,703,350 ","$288,413.88 ","$9,414,936 ","$8,406,784.57 ","$1,008,151.12 ","$9,230,387.85 ","$472,962.00 ",0.05
117576303,Sullivan County SD,Sullivan,"$3,185,319 ",$0.00 ,"$3,185,319 ","$2,477,510.86 ","$707,807.66 ","$2,925,051.96 ","$260,267.00 ",0.09
119581003,Blue Ridge SD,Susquehanna,"$7,210,832 ",$0.00 ,"$7,210,832 ","$6,262,456.54 ","$948,375.37 ","$6,802,926.02 ","$407,906.00 ",0.06
119582503,Elk Lake SD,Susquehanna,"$7,251,893 ",$0.00 ,"$7,251,893 ","$6,538,068.51 ","$713,824.22 ","$7,026,449.71 ","$225,443.00 ",0.03
119583003,Forest City Regional SD,Susquehanna,"$3,894,201 ",$0.00 ,"$3,894,201 ","$3,275,663.40 ","$618,538.03 ","$3,640,113.48 ","$254,088.00 ",0.07
119584503,Montrose Area SD,Susquehanna,"$8,102,897 ",$0.00 ,"$8,102,897 ","$7,359,553.66 ","$743,343.18 ","$7,814,158.73 ","$288,738.00 ",0.04
119584603,Mountain View SD,Susquehanna,"$5,654,118 ",$0.00 ,"$5,654,118 ","$5,214,891.83 ","$439,226.44 ","$5,503,938.52 ","$150,179.00 ",0.03
119586503,Susquehanna Community SD,Susquehanna,"$7,559,942 ",$0.00 ,"$7,559,942 ","$6,322,828.54 ","$1,237,113.68 ","$6,970,923.41 ","$589,019.00 ",0.08
117596003,Northern Tioga SD,Tioga,"$14,249,752 ",$0.00 ,"$14,249,752 ","$11,941,374.89 ","$2,308,376.99 ","$13,303,367.70 ","$946,384.00 ",0.07
117597003,Southern Tioga SD,Tioga,"$9,696,620 ",$0.00 ,"$9,696,620 ","$8,399,932.83 ","$1,296,687.21 ","$9,288,478.16 ","$408,142.00 ",0.04
117598503,Wellsboro Area SD,Tioga,"$7,101,674 ",$0.00 ,"$7,101,674 ","$5,786,169.85 ","$1,315,503.97 ","$6,504,232.75 ","$597,441.00 ",0.09
116604003,Lewisburg Area SD,Union,"$4,896,610 ",$0.00 ,"$4,896,610 ","$3,099,359.74 ","$1,797,250.24 ","$3,928,397.11 ","$968,213.00 ",0.25
116605003,Mifflinburg Area SD,Union,"$9,027,326 ",$0.00 ,"$9,027,326 ","$7,527,872.03 ","$1,499,454.17 ","$8,308,317.59 ","$719,008.00 ",0.09
106611303,Cranberry Area SD,Venango,"$7,400,681 ",$0.00 ,"$7,400,681 ","$6,570,601.19 ","$830,080.05 ","$7,020,106.73 ","$380,574.00 ",0.05
106612203,Franklin Area SD,Venango,"$12,978,131 ","$357,020.26 ","$12,621,111 ","$11,373,146.62 ","$1,247,964.80 ","$12,168,005.46 ","$810,126.00 ",0.07
106616203,Oil City Area SD,Venango,"$16,114,019 ","$573,012.78 ","$15,541,006 ","$13,538,038.71 ","$2,002,966.96 ","$14,722,279.76 ","$1,391,739.00 ",0.09
106617203,Titusville Area SD,Venango,"$15,608,229 ",$0.00 ,"$15,608,229 ","$13,365,737.41 ","$2,242,491.14 ","$14,667,762.24 ","$940,467.00 ",0.06
